subject	subject_group	rv_epochs_quantity_sqrt	mr_epochs_quantity_sqrt	mean_epochs_quantity_sqrt	pca_variance_lh	pca_variance_rh	rv_lh_pca_v1	rv_rh_pca_v1	mr_lh_pca_v1	mr_rh_pca_v1	rv_lh_pca_v2	rv_rh_pca_v2	mr_lh_pca_v2	mr_rh_pca_v2	rv_lh_mean_v1	rv_rh_mean_v1	mr_lh_mean_v1	mr_rh_mean_v1	rv_lh_mean_v2	rv_rh_mean_v2	mr_lh_mean_v2	mr_rh_mean_v2	rv_lh_mean_in_region_of_min_tmin_and_max_tmax	rv_lh_mean_in_region_of_average_tmin_and_average_tmax	rv_lh_pca_in_region_of_min_tmin_and_max_tmax	rv_lh_pca_in_region_of_average_tmin_and_average_tmax	sign_flips_quantity_lh	rv_rh_mean_in_region_of_min_tmin_and_max_tmax	rv_rh_mean_in_region_of_average_tmin_and_average_tmax	rv_rh_pca_in_region_of_min_tmin_and_max_tmax	rv_rh_pca_in_region_of_average_tmin_and_average_tmax	sign_flips_quantity_rh	mr_lh_mean_in_region_of_min_tmin_and_max_tmax	mr_lh_mean_in_region_of_average_tmin_and_average_tmax	mr_lh_pca_in_region_of_min_tmin_and_max_tmax	mr_lh_pca_in_region_of_average_tmin_and_average_tmax	mr_rh_mean_in_region_of_min_tmin_and_max_tmax	mr_rh_mean_in_region_of_average_tmin_and_average_tmax	mr_rh_pca_in_region_of_min_tmin_and_max_tmax	mr_rh_pca_in_region_of_average_tmin_and_average_tmax
Z202	td	18.275666882497067	18.2208671582886	18.24826702039283	0.9813404679298401	0.9747452735900879																	-6.89340124573936	-7.347940257248077	-7.9733434	-8.490722	0.0	-7.211868945716883	-7.440505350176107	-8.72553	-9.175401	0.0	-4.506395742954781	-3.756992878725304	-5.237328	-4.398688	-6.83400783680713	-5.563447268785969	-8.537043	-7.0478797
Z207	td	15.652475842498529	15.524174696260024	15.588325269379276	0.8870492577552795	0.8573418259620667																	-1.80997641407438	-1.6227767676371292	-2.1474118	-1.721546	0.0	-3.016482294172177	-2.950479072580998	-3.8564992	-3.7617474	0.0	0.1705414294177781	1.0534415813736526	0.37651965	1.6842844	-0.9624831041683084	-0.34190860441874654	-1.7118644	-0.9818152
Z209	td	15.427248620541512	15.198684153570664	15.312966387056088	0.9743894934654236	0.9671024084091187																	-7.933611167016684	-8.160367905280104	-8.797604	-9.048942	0.0	-6.2823261025448724	-6.892065537427353	-7.2906537	-7.9141335	0.0	-5.422648847800746	-5.195450048340533	-6.1981044	-5.915103	-4.620043873649186	-4.4101329503108655	-5.569715	-5.070402
Z213	td	15.0996688705415	14.933184523068078	15.016426696804789	0.9127397537231445	0.9525683522224426																	-4.211083418906	-4.156766200139912	-5.080014	-5.069159	0.0	-5.7663571795844195	-6.424247930065926	-6.8939085	-7.6357584	0.0	-2.0565663696634235	-1.7620572855741006	-2.5571904	-2.2598534	-3.2494817655805672	-2.9561241908129627	-4.3825865	-4.035023
Z214	td	15.7797338380595	15.811388300841896	15.795561069450699	0.9435373544692993	0.9081443548202515																	-4.016505117277759	-3.7620668237878254	-4.8503733	-4.4722366	0.0	-4.593445925039261	-3.882395105970029	-5.824665	-4.9021173	0.0	-1.660602826592994	-0.6473192492848976	-1.9925159	-0.7338194	-1.2519234392903824	0.3994499480920182	-2.0939448	-0.042812977
Z217	td	13.638181696985855	13.711309200802088	13.674745448893972	0.9187974333763123	0.8824197053909302																	-2.6167020353468726	-2.575361375764562	-3.0909386	-3.0460062	0.0	-1.2406142420190631	-1.0749752750165031	-1.9216045	-1.7348225	0.0	-1.1676921665892213	-1.1529948687941922	-1.5882607	-1.6200832	-0.4573366657104441	0.10348582651994921	-0.6929788	0.13244231
Z218	td	15.524174696260024	15.620499351813308	15.572337024036667	0.9467614889144897	0.923672616481781																	-3.805913729879332	-3.9655876802021592	-5.8269134	-6.191565	0.0	-6.289600186570373	-6.824292831144396	-8.562916	-9.1271305	0.0	-4.5303853374391965	-3.6198843310139046	-7.303024	-6.2433834	-7.241546296532242	-7.711261524748145	-9.658622	-9.901793
Z221	td	15.264337522473747	15.394804318340652	15.3295709204072	0.9562808871269226	0.9551653861999512																	-5.662869916917324	-5.231349357897116	-6.966656	-6.547739	0.0	-4.872548671077446	-4.547668454545407	-5.524129	-5.1393576	0.0	-4.385621489217367	-3.0557348224381427	-5.880111	-4.3501625	-3.913437628994851	-2.626049392461948	-4.518659	-3.1222441
Z224	td	14.071247279470288	13.856406460551018	13.963826870010653	0.9429577589035034	0.9042074680328369																	-2.2105017326820087	-2.0267432912685477	-3.7168531	-3.6818097	0.0	-4.468893373916009	-4.959152291336625	-5.3920465	-5.9120746	0.0	-1.374988895940857	-0.7683206204943026	-2.7855754	-1.9147125	-3.114765279403582	-2.683641270322208	-3.9967744	-3.5227737
Z226	td	13.638181696985855	14.177446878757824	13.90781428787184	0.9660284519195557	0.9684520959854126																	-3.791463692111576	-3.6545615026327223	-4.7865725	-4.617522	0.0	-4.029608807918842	-4.007469077489487	-4.7890325	-4.800857	0.0	-4.33003167836564	-4.1467413576536645	-5.448541	-5.214001	-3.2735676272679295	-2.727988250024449	-4.2066083	-3.637611
Z227	td	15.1657508881031	15.264337522473747	15.215044205288423	0.9544012546539307	0.9802153706550598																	-3.8569880914396273	-3.778190079654853	-4.544824	-4.476311	0.0	-7.640080698419205	-7.762131950072315	-9.9265	-9.930645	0.0	-3.878070350068044	-2.7588295570867394	-4.8007846	-3.6120296	-7.469479826081448	-6.3143913128755464	-9.503821	-8.066292
Z229	td	15.264337522473747	15.329709716755891	15.29702361961482	0.8626259565353394	0.8446073532104492																	-0.9799730212689634	-0.3654104388206113	-1.1600225	-0.39273426	0.0	-1.054055760287744	-0.39125303120411065	-1.5091583	-0.6836659	0.0	-1.5924924122006365	-1.0640211552262346	-1.95318	-1.312387	-0.31621874299491276	0.536977253453652	-0.3073844	0.7768474
Z230	td	15.231546211727816	15.427248620541512	15.329397416134665	0.9079204201698303	0.9355080723762512																	-4.240271247733947	-4.401918825788549	-5.588944	-5.9005895	0.0	-5.3640335733059805	-5.354989942704824	-6.2398667	-6.1857796	0.0	-2.24143489795915	-2.0835792522164995	-3.4133208	-3.247137	-3.5175238951189445	-2.813057971863966	-4.2623434	-3.4115694
Z231	td	12.806248474865695	12.922847983320086	12.86454822909289	0.7024478316307068	0.9732553362846375																	-1.3025775016345633	-1.4824843809964496	-2.0402675	-2.3404124	0.0	-4.040741460853217	-3.5121659212488425	-5.4040055	-4.7577877	0.0	-0.5853195434993169	-0.6880847764067297	-1.5172589	-1.724533	-3.039962125332248	-2.596986725730019	-4.075833	-3.5036087
Z232	td	14.594519519326424	14.422205101855956	14.50836231059119	0.6903296709060669	0.963840126991272																	-1.9125874335408484	-1.5975597837876092	-3.3818336	-3.0341916	0.0	-3.8365574179296873	-3.3791085676028505	-5.0522366	-4.5910234	0.0	-0.24350564827477936	0.4189726393526516	-1.023415	-0.14338675	-2.856632533202922	-1.7325886503713113	-4.331401	-2.9532323
Z233	td	15.297058540778355	15.491933384829668	15.394495962804012	0.9322452545166016	0.81361985206604																	-5.518243742276775	-5.190817007812432	-6.1101675	-5.758627	0.0	-2.85292704903256	-3.0589215370904745	-3.548371	-3.8487387	0.0	-1.8007176496604027	-0.8668702329363105	-2.0568044	-1.0178518	-1.601411162420983	-1.438290844485965	-3.0149019	-3.1834717
Z234	td	15.264337522473747	15.297058540778355	15.280698031626052	0.9285088181495667	0.9609910249710083																	-1.5135300500432571	-1.0085213022688064	-1.8528942	-1.161697	0.0	-8.39357923476088	-8.62173016898129	-9.68202	-9.814235	0.0	0.6210708638874461	1.8743357413622153	0.9852755	2.6806905	-6.988844258436851	-6.7805692693854835	-8.008675	-7.6517916
Z235	td	15.937377450509228	15.811388300841896	15.874382875675561	0.9133210778236389	0.9350122809410095																	-4.022524331462644	-4.498160996547036	-4.762956	-5.2192564	0.0	-4.582909299459491	-4.849882765753131	-5.5872397	-5.771298	0.0	-2.367805826698863	-2.184609214993059	-2.8694172	-2.6701922	-4.1036511155500195	-3.623034600464827	-4.9384704	-4.1881185
Z236	td	14.352700094407323	14.2828568570857	14.317778475746511	0.9608052372932434	0.9658416509628296																	-3.701683372113064	-3.711056904964391	-5.548734	-5.52903	0.0	-5.79408568186179	-5.578835595054387	-6.6073885	-6.3985023	0.0	-2.5833859811854936	-2.2757362316871106	-4.2140694	-3.7589264	-4.570341919853179	-3.7314892419755714	-5.3776107	-4.365965
Z237	td	15.0996688705415	15.0	15.04983443527075	0.9348725080490112	0.9368100166320801																	-3.9511116150659884	-4.142337584821003	-4.650116	-4.882829	0.0	-4.189330935316645	-4.230909354878043	-5.171488	-5.2832747	0.0	-2.1402014109331775	-2.000135353198861	-2.6394968	-2.4668238	-2.900031598499663	-2.535386870197916	-3.44189	-2.9811287
Z238	td	15.652475842498529	15.652475842498529	15.652475842498529	0.9413864612579346	0.9805476069450378																	-4.437760124044659	-4.277516909193859	-5.9459248	-5.7973347	0.0	-7.669684018676685	-7.319801612542284	-9.138818	-8.822101	0.0	-2.9234973992376387	-2.686811792574799	-3.9085348	-3.654892	-5.698646273674847	-4.850422693349168	-6.8186727	-5.9084873
Z239	td	15.524174696260024	15.362291495737216	15.44323309599862	0.9680078625679016	0.9564327001571655																	-3.4864319258953644	-3.0532550023488865	-4.605341	-4.0863376	0.0	-5.845900528948156	-6.653477750932155	-6.78594	-7.5059037	0.0	-1.8523730152082674	-0.3621103016577301	-2.6171353	-0.9035116	-5.2368368607297855	-5.896721577412526	-6.476892	-7.0890403
Z240	td	15.748015748023622	15.716233645501712	15.732124696762668	0.8145444989204407	0.9536446332931519																	-0.6336916693693404	-0.05540203314351866	-0.9306835	-0.19866452	0.0	-4.027373568938413	-4.051774096665828	-5.585325	-5.4510393	0.0	0.12139585251068358	1.2752586429727812	-0.7894935	0.5878399	-6.205977042680922	-5.010739266347653	-8.110793	-6.684526
Z241	td	15.459624833740309	15.066519173319364	15.263072003529835	0.9449517726898193	0.9303810000419617																	-3.8702681815738176	-3.6470290480251903	-4.531995	-4.279054	0.0	-4.095967766882617	-4.130852895236195	-4.773558	-4.819093	0.0	-3.716207299380769	-3.550097459018359	-4.5666327	-4.3963847	-2.6106854670177353	-2.1299609349982127	-3.0930068	-2.5282695
Z242	td	15.394804318340652	15.588457268119896	15.491630793230275	0.7781863212585449	0.9233999252319336																	-3.5672901329255926	-3.0648255681116447	-4.244485	-3.6088133	0.0	-4.566645253389472	-4.405744107965742	-5.680011	-5.3775744	0.0	-1.2449479661860297	-0.6979490871319333	-2.486844	-1.8494864	-2.079576930816527	-1.534171691908811	-2.6975732	-1.9576683
Z243	td	14.491376746189438	14.832396974191326	14.661886860190382	0.883060097694397	0.9746938347816467																	-2.8726307742094583	-2.6921079571938624	-3.6002135	-3.3795173	0.0	-6.16216577670392	-5.791541100574363	-7.0664835	-6.624171	0.0	-1.4824859768650627	-0.7661239454488667	-1.7023757	-0.7897162	-3.727616549685143	-3.3259357085023016	-4.417972	-3.9480386
Z245	td	15.1657508881031	15.033296378372908	15.099523633238004	0.8132244348526001	0.9675177335739136																	-1.228501577425055	-1.17160760831459	-1.641903	-1.5452831	0.0	-4.7526323248994435	-4.706215219434534	-5.5775876	-5.4546437	0.0	-0.5080804842354512	-0.16788482103719618	-1.792664	-1.3582494	-4.105939065642422	-3.3994458598129933	-4.7000575	-3.8534951
Z246	td	16.673332000533065	16.852299546352718	16.76281577344289	0.8151813745498657	0.9162279367446899																	-1.0244348843769189	-1.0254453735274658	-1.7157419	-1.6463335	0.0	-2.8407802544057628	-2.5549046981798313	-3.8130336	-3.3077624	0.0	-0.8706491595482551	-0.6691719390554216	-1.377381	-1.0227743	-1.6277571952568068	-0.7367686396989738	-2.2275894	-0.94023746
Z247	td	12.206555615733702	12.083045973594572	12.144800794664137	0.6920813918113708	0.8671548962593079																	-0.19880371594820026	-0.027560496512825418	-0.9029723	-0.6898953	0.0	-2.91632264897045	-2.320691325275835	-3.745179	-3.039563	0.0	0.8120178566619726	1.0559722474760476	0.90165216	1.2713346	-1.3824227615303162	-0.40616948281655013	-2.009937	-0.8189071
